event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;image
Hickory 5K Series - Lightning Bug Boogie 5K;Running;14.08.2026;Hickory;United States;1451 8th Street Drive NE, Hickory, NC, United States;35.7492884;-81.3162611;5K;Included Events : Easter Egg Scramble 5K - Hickory Riverwalk Trail (Hickory City Park, 1581 12th St. Dr. NW) Saturday March 28, 9 am start, 2026 Aviation 5K - L.P. Frans Stadium/Winkler Park, 2500 Clement Blvd. NW, Hickory, NC Saturday May 23, 9 am start, 2026 Lightning Bug Boogie 5K Night Trail Run - Hickory City Park, 1581 12th St. Dr. NW, Hickory, NC Friday August 14, 9 pm start , 2026 Ruff, Ruff, Run 5K (Dog Festival) - L.P. Frans Stadium/Winkler Park, 2500 Clement Blvd. NW, Hickory, NC Sat;https://runsignup.com/Race/NC/Hickory/HickoryKSeries;RunSignup;
Hickory 5K Series - Ruff, Ruff, Run 5K & Dog Festival;Running;26.09.2026;Hickory;United States;1451 8th Street Drive NE, Hickory, NC, United States;35.7492884;-81.3162611;5K;Included Events : Easter Egg Scramble 5K - Hickory Riverwalk Trail (Hickory City Park, 1581 12th St. Dr. NW) Saturday March 28, 9 am start, 2026 Aviation 5K - L.P. Frans Stadium/Winkler Park, 2500 Clement Blvd. NW, Hickory, NC Saturday May 23, 9 am start, 2026 Lightning Bug Boogie 5K Night Trail Run - Hickory City Park, 1581 12th St. Dr. NW, Hickory, NC Friday August 14, 9 pm start , 2026 Ruff, Ruff, Run 5K (Dog Festival) - L.P. Frans Stadium/Winkler Park, 2500 Clement Blvd. NW, Hickory, NC Sat;https://runsignup.com/Race/NC/Hickory/HickoryKSeries;RunSignup;
Hickory 5K Series - Trick or Trot 5K;Running;31.10.2026;Hickory;United States;1451 8th Street Drive NE, Hickory, NC, United States;35.7492884;-81.3162611;5K;Included Events : Easter Egg Scramble 5K - Hickory Riverwalk Trail (Hickory City Park, 1581 12th St. Dr. NW) Saturday March 28, 9 am start, 2026 Aviation 5K - L.P. Frans Stadium/Winkler Park, 2500 Clement Blvd. NW, Hickory, NC Saturday May 23, 9 am start, 2026 Lightning Bug Boogie 5K Night Trail Run - Hickory City Park, 1581 12th St. Dr. NW, Hickory, NC Friday August 14, 9 pm start , 2026 Ruff, Ruff, Run 5K (Dog Festival) - L.P. Frans Stadium/Winkler Park, 2500 Clement Blvd. NW, Hickory, NC Sat;https://runsignup.com/Race/NC/Hickory/HickoryKSeries;RunSignup;
Spa Running Festival - Summit2Summit Half Marathon;Running;14.11.2026;Hot Springs;United States;134 Convention Boulevard, Hot Springs, AR, United States;34.5095395;-93.0498306;Half Marathon;The Spa Running Festival presented by Window Mart - Half Marathon, 10K, 5K & Squirt Race Come Run With Us, November 14th, through beautiful Hot Springs National Park! The Spa Running Festival is an event for everyone .... kids, beginners to elite runners and those that like a challenge! The Squirt Race is for kids 2 - 10 years of age. The 5K is a fast and flat course! The 10K, now celebrating its 45th year, and runners enjoy the beauty of running West Mountain. This will be the 11th running of;https://runsignup.com/Race/AR/HotSprings/Spa10k;RunSignup;
Spa Running Festival - Spa 10K;Running;14.11.2026;Hot Springs;United States;134 Convention Boulevard, Hot Springs, AR, United States;34.5095395;-93.0498306;10 km;The Spa Running Festival presented by Window Mart - Half Marathon, 10K, 5K & Squirt Race Come Run With Us, November 14th, through beautiful Hot Springs National Park! The Spa Running Festival is an event for everyone .... kids, beginners to elite runners and those that like a challenge! The Squirt Race is for kids 2 - 10 years of age. The 5K is a fast and flat course! The 10K, now celebrating its 45th year, and runners enjoy the beauty of running West Mountain. This will be the 11th running of;https://runsignup.com/Race/AR/HotSprings/Spa10k;RunSignup;
Spa Running Festival - 5K Run;Running;14.11.2026;Hot Springs;United States;134 Convention Boulevard, Hot Springs, AR, United States;34.5095395;-93.0498306;5 km;The Spa Running Festival presented by Window Mart - Half Marathon, 10K, 5K & Squirt Race Come Run With Us, November 14th, through beautiful Hot Springs National Park! The Spa Running Festival is an event for everyone .... kids, beginners to elite runners and those that like a challenge! The Squirt Race is for kids 2 - 10 years of age. The 5K is a fast and flat course! The 10K, now celebrating its 45th year, and runners enjoy the beauty of running West Mountain. This will be the 11th running of;https://runsignup.com/Race/AR/HotSprings/Spa10k;RunSignup;
HANSON'S RUNNING SHOP WEDNESDAY NIGHT 5K SERIES - WEDNESDAY NIGHT 5K | JUNE;Running;03.06.2026;Utica;United States;Hanson's Running Shop - Utica, Utica, MI, United States;42.6262436;-83.028007;5 km;Run one or all in this mid-week 5K series that spans the first Wednesday of each month from March through October. First timers and seasoned veterans are WELCOME to join in the fun, fit and friendly run/walk. WHAT S INCLUDED SERIES includes all Wednesday night 5K runs March-October, Bill Roney Memorial 5K, 2 Hanson Friday night cross country runs, Peach Festival 5K & 10K, Egg Nog Jog (10 races) SERIES includes all Wednesday night 5K runs March-October, 2 Hanson Friday night cross country runs,;https://runsignup.com/Race/MI/Utica/HANSONSRUNNINGSHOPWEDNESDAYNIGHTKSERIES;RunSignup;
HANSON'S RUNNING SHOP WEDNESDAY NIGHT 5K SERIES - WEDNESDAY NIGHT 5K | JULY;Running;01.07.2026;Utica;United States;Hanson's Running Shop - Utica, Utica, MI, United States;42.6262436;-83.028007;5 km;Run one or all in this mid-week 5K series that spans the first Wednesday of each month from March through October. First timers and seasoned veterans are WELCOME to join in the fun, fit and friendly run/walk. WHAT S INCLUDED SERIES includes all Wednesday night 5K runs March-October, Bill Roney Memorial 5K, 2 Hanson Friday night cross country runs, Peach Festival 5K & 10K, Egg Nog Jog (10 races) SERIES includes all Wednesday night 5K runs March-October, 2 Hanson Friday night cross country runs,;https://runsignup.com/Race/MI/Utica/HANSONSRUNNINGSHOPWEDNESDAYNIGHTKSERIES;RunSignup;
HANSON'S RUNNING SHOP WEDNESDAY NIGHT 5K SERIES - WEDNESDAY NIGHT 5K | AUGUST;Running;05.08.2026;Utica;United States;Hanson's Running Shop - Utica, Utica, MI, United States;42.6262436;-83.028007;5 km;Run one or all in this mid-week 5K series that spans the first Wednesday of each month from March through October. First timers and seasoned veterans are WELCOME to join in the fun, fit and friendly run/walk. WHAT S INCLUDED SERIES includes all Wednesday night 5K runs March-October, Bill Roney Memorial 5K, 2 Hanson Friday night cross country runs, Peach Festival 5K & 10K, Egg Nog Jog (10 races) SERIES includes all Wednesday night 5K runs March-October, 2 Hanson Friday night cross country runs,;https://runsignup.com/Race/MI/Utica/HANSONSRUNNINGSHOPWEDNESDAYNIGHTKSERIES;RunSignup;
HANSON'S RUNNING SHOP WEDNESDAY NIGHT 5K SERIES - WEDNESDAY NIGHT 5K | OCTOBER;Running;07.10.2026;Utica;United States;Hanson's Running Shop - Utica, Utica, MI, United States;42.6262436;-83.028007;5 km;Run one or all in this mid-week 5K series that spans the first Wednesday of each month from March through October. First timers and seasoned veterans are WELCOME to join in the fun, fit and friendly run/walk. WHAT S INCLUDED SERIES includes all Wednesday night 5K runs March-October, Bill Roney Memorial 5K, 2 Hanson Friday night cross country runs, Peach Festival 5K & 10K, Egg Nog Jog (10 races) SERIES includes all Wednesday night 5K runs March-October, 2 Hanson Friday night cross country runs,;https://runsignup.com/Race/MI/Utica/HANSONSRUNNINGSHOPWEDNESDAYNIGHTKSERIES;RunSignup;
Swiss Canyon Trail;Ultramarathon;29.05.2026;Couvet;Switzerland;Couvet, Switzerland;46.9261639;6.6343244;31 km / 51 km / 81 km / 111 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/swiss-canyon-trail/;https://swisscanyontrail.com/de/;marathon.de;https://www.marathon.de/logos/swiss-canyon-trail.jpg
Lauf zwischen den Meeren;Ultramarathon;30.05.2026;Husum;Germany;Husum, Germany;54.4854137;9.0537941;97 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/lauf-zwischen-den-meeren/;https://www.lauf-zwischen-den-meeren.de/;marathon.de;https://www.marathon.de/kategorien/b8921e67a0.jpg
Seen-Lauf Tannheimer Tal;Running;30.05.2026;Tannheim;Austria;Tannheim, Austria;47.4866791;10.5100002;10 km / 23 km / 30 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/seen-lauf-tannheimer-tal/;https://www.seen-lauf.com/;marathon.de;https://www.marathon.de/logos/seen-lauf-tannheimer-tal.jpg
adidas Stockholm Marathon;Running;30.05.2026;Stockholm;Sweden;Stockholm, Sweden;59.3251172;18.0710935;42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/stockholm-marathon/;https://www.stockholmmarathon.se/;marathon.de;https://www.marathon.de/logos/stockholm-marathon.jpg
Steinberger Wald-Volkslauf;Running;30.05.2026;Dietzenbach-Steinberg;Germany;Dietzenbach-Steinberg, Germany;50.0260116;8.7929611;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/steinberger-wald-volkslauf/;http://sc-steinberg-langlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Mützenicher VENNLAUF;Running;30.05.2026;Monschau-Mützenich;Germany;Monschau-Mützenich, Germany;50.5665982;6.2176988;4 km / 10 km / 12 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/muetzenicher-vennlauf/;https://www.vennlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Kyffhäuser Bergmarathon;Running;31.05.2026;Bad Frankenhausen;Germany;Bad Frankenhausen, Germany;51.3560142;11.1005235;6 km / 15 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/kyffhaeuser-bergmarathon/;https://www.kyffhaeuser-berglauf.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Ingelheimer Halbe;Running;31.05.2026;Ingelheim;Germany;Ingelheim, Germany;49.9752749;8.0547274;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/sebastian-muenster-stadtlauf/;https://www.der-ingelheimer-halbe.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Elsterlauf;Running;31.05.2026;Bad Liebenwerda;Germany;Bad Liebenwerda, Germany;51.5158115;13.39272;7 km / 11 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/elsterlauf/;https://www.elsterlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Bieler Lauftage;Ultramarathon;05.06.2026;Biel;Switzerland;Biel, Switzerland;47.1402077;7.2439029;11 km / 21 km / 100 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/bieler-lauftage/;https://www.100km.ch/;marathon.de;https://www.marathon.de/logos/bieler-lauftage.jpg
Deichlauf Hohnstorf;Running;06.06.2026;Hohnstorf Elbe;Germany;Hohnstorf Elbe, Germany;53.3667008;10.5499985;6 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/deichlauf-hohnstorf/;https://www.tus-hohnstorf-elbe.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Finkenwerder Insellauf;Running;06.06.2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;5 km / 10 km / 20 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/finkenwerder-insellauf/;https://www.finkenwerder-insellauf.de/;marathon.de;https://www.marathon.de/kategorien/9d67eb951b.jpg
Salzkotten Marathon;Running;07.06.2026;Salzkotten;Germany;Salzkotten, Germany;51.6717596;8.6068636;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://salzkotten-marathon.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Europamarathon Görlitz;Running;07.06.2026;Görlitz;Germany;Görlitz, Germany;51.1563185;14.991018;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.europamarathon.de/;marathon.de;https://www.marathon.de/logos/europamarathon.jpg
ProPotsdam Schlösserlauf;Running;07.06.2026;Potsdam;Germany;Potsdam, Germany;52.4009309;13.0591397;10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/propotsdam-schloesserlauf/;https://www.potsdam-schloesserlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Fischland Darss-Zingst Ultramarathon;Ultramarathon;13.06.2026;Ribnitz-Damgarten;Germany;Ribnitz-Damgarten, Germany;54.2433326;12.4319733;100 km / 115 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/fischland-darss-zingst-ultramarathon/;https://www.fischland-darss-zingst-ultramarathon.eu/;marathon.de;https://www.marathon.de/kategorien/b8921e67a0.jpg
Tollenseseelauf;Running;13.06.2026;Neubrandenburg;Germany;Neubrandenburg, Germany;53.5574458;13.2602781;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/tollenseseelauf/;https://tollenseseelauf.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Himmelswegelauf;Running;13.06.2026;Nebra;Germany;Nebra, Germany;51.2873083;11.5787877;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/himmelswegelauf/;https://www.himmelswegelauf.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Tschirgant Sky Run;Ultramarathon;13.06.2026;Imst;Austria;Imst, Austria;47.2381536;10.7406982;17 km / 27 km / 43 km / 53 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/tschirgant-sky-run/;https://www.tschirgant-sky.run/;marathon.de;https://www.marathon.de/logos/tschirgant-sky-run.jpg
Ebbser Koasamarsch;Ultramarathon;13.06.2026;Ebbs;Austria;Ebbs, Austria;47.630874;12.2154318;20 km / 33 km / 44 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/ebbser-koasamarsch/;https://www.koasamarsch.at/;marathon.de;https://www.marathon.de/kategorien/06527d7ce5.jpg
LGT Alpin Marathon Liechtenstein;Running;13.06.2026;Bendern;Liechtenstein;Bendern, Liechtenstein;47.2122144;9.5062136;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/alpin-marathon-liechtenstein/;https://www.lgt-alpin-marathon.li/;marathon.de;https://www.marathon.de/logos/alpin-marathon-liechtenstein.jpg
Panorama-Baumwipfel-Lauf;Running;13.06.2026;Oberschwarzach;Germany;Oberschwarzach, Germany;49.8537347;10.4192342;6 km / 12 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/panorama-baumwipfel-lauf/;https://panorama-baumwipfel-lauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Himmelgeister Brückenlauf;Running;13.06.2026;Düsseldorf;Germany;Düsseldorf, Germany;51.2254018;6.7763137;11 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/himmelgeister-brueckenlauf/;https://himmelgeister-brueckenlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Skatstadtmarathon;Running;13.06.2026;Altenburg;Germany;Altenburg, Germany;50.9852411;12.4340988;5 km / 13 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.skatstadtmarathon.de/;marathon.de;https://www.marathon.de/logos/skatstadtmarathon.jpg
Drebber Marathon;Running;13.06.2026;Drebber;Germany;Drebber, Germany;52.652437;8.4199322;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/drebber-marathon/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Ahrathon Erlebnislauf;Running;13.06.2026;Bad Neuenahr-Ahrweiler;Germany;Bad Neuenahr-Ahrweiler, Germany;50.5444551;7.1186671;5 km / 12 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/ahrathon-erlebnislauf/;https://ahrathon.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
GlückLauf;Running;13.06.2026;Salzgitter;Germany;Salzgitter, Germany;52.1503721;10.3593147;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/gluecklauf/;https://www.xn--glcklauf-75a.de/;marathon.de;https://www.marathon.de/logos/gluecklauf.jpg
Eschathlon - Der Eschborner Halbmarathon;Running;14.06.2026;Eschborn;Germany;Eschborn, Germany;50.1504737;8.5607767;3 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/eschathlon/;https://www.eschathlon.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Eifelmarathon;Running;14.06.2026;Waxweiler;Germany;Waxweiler, Germany;50.0922679;6.3658809;10 km / 21 km / 26 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/eifelmarathon/;https://www.eifelmarathon.com/;marathon.de;https://www.marathon.de/logos/eifelmarathon.jpg
Sparkassen Metropolmarathon;Running;14.06.2026;Fürth;Germany;Fürth, Germany;49.4885711;10.9587203;10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://metropolmarathon.de/;marathon.de;https://www.marathon.de/logos/metropolmarathon-fuerth.jpg
Mendener Citylauf mit Halbmarathon;Running;14.06.2026;Menden;Germany;Menden, Germany;51.43779;7.7953822;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/mendener-citylauf/;https://www.menden-citylauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
EVL Halbmarathon Leverkusen;Running;14.06.2026;Leverkusen;Germany;Leverkusen, Germany;51.0324743;6.9881194;5 km / 10 km / 21 km;Imported from marathon.de running calendar.;https://www.evl-halbmarathon.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Gorch-Fock-Lauf;Running;14.06.2026;Wilhelmshaven;Germany;Wilhelmshaven, Germany;53.5278793;8.106301;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/gorch-fock-lauf/;https://gorch-fock-lauf.de/;marathon.de;https://www.marathon.de/logos/gorch-fock-lauf.jpg
Herzogstadtlauf Straubing;Running;14.06.2026;Straubing;Germany;Straubing, Germany;48.8839157;12.5955773;2 km / 5 km / 10 km / 20 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/herzogstadtlauf-straubing/;https://www.herzogstadtlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Heidenheimer Sparkassen-Stadtlauf;Running;14.06.2026;Heidenheim;Germany;Heidenheim, Germany;48.6767637;10.152923;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/heidenheimer-sparkassen-stadtlauf/;https://heidenheimer-stadtlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Barmstedter Stadtlauf;Running;14.06.2026;Barmstedt;Germany;Barmstedt, Germany;53.7889203;9.7703927;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/barmstedter-stadtlauf/;https://bmtv.de/sportangebote/veranstaltungen/stadtlauf;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Melibokuslauf;Running;14.06.2026;Alsbach-Hähnlein;Germany;Alsbach-Hähnlein, Germany;49.7383506;8.5950049;10 km / 20 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/melibokuslauf/;https://tv-alsbach.de/melibokuslauf/;marathon.de;https://www.marathon.de/kategorien/06527d7ce5.jpg
saarBRÜCKENlauf;Running;14.06.2026;Saarbrücken;Germany;Saarbrücken, Germany;49.234362;6.996379;10 km / 20 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/saarbrueckenlauf/;https://www.saarbrueckenlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Zugspitz Ultratrail;Ultramarathon;18.06.2026;Garmisch-Partenkirchen;Germany;Garmisch-Partenkirchen, Germany;47.4923741;11.0962815;16 km / 29 km / 44 km / 68 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/zugspitz-ultratrail/;https://zugspitz-ultratrail.com/;marathon.de;https://www.marathon.de/logos/zugspitz-ultratrail.jpg
Tiergartenlauf Velen;Running;20.06.2026;Velen;Germany;Velen, Germany;51.8957136;6.9839073;5 km / 8 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/tiergartenlauf/;https://www.sf-nordvelen.de/tgl/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Flechtkulturlauf Obermain;Running;20.06.2026;Lichtenfels;Germany;Lichtenfels, Germany;50.1315263;11.0839299;5 km / 10 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/flechtkulturlauf-obermain/;https://www.flechtkulturlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
City Marathon Wiesbaden;Running;20.06.2026;Wiesbaden;Germany;Wiesbaden, Germany;50.0820384;8.2416556;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/city-marathon-wiesbaden/;https://sporthilfe-wiesbaden.de/;marathon.de;https://www.marathon.de/logos/wiesbaden-marathon.jpg
Hennefer Europalauf;Running;20.06.2026;Hennef;Germany;Hennef, Germany;50.7754417;7.2847945;4 km / 7 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/hennefer-europalauf/;https://europalauf.eu/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Rennsteig Staffellauf;Ultramarathon;20.06.2026;Hörschel;Germany;Hörschel, Germany;51.0054262;10.230899;170 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/rennsteig-staffellauf/;https://www.rennsteig-staffellauf.de/;marathon.de;https://www.marathon.de/logos/gutsmuths-rennsteiglauf.jpg
Marathoncross um den Messerpokal;Ultramarathon;20.06.2026;Bad Liebenstein;Germany;Bad Liebenstein, Germany;50.824612;10.3591339;10 km / 21 km / 42 km / 50 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/marathoncross-um-den-messerpokal/;http://www.pb-sb.de/P_Messerpokal.php;marathon.de;https://www.marathon.de/logos/marathoncross-um-den-messerpokal.jpg
Nordholzer Windmühlenlauf;Running;20.06.2026;Wurster Nordseeküste;Germany;Wurster Nordseeküste, Germany;53.7044885;8.568845;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/nordholzer-windmuehlenlauf/;https://windmuehlenlauf.jimdofree.com/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Sachsenlauf-Coswig;Running;21.06.2026;Coswig;Germany;Coswig, Germany;51.1267305;13.5783983;5 km / 12 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/sachsenlauf-coswig/;https://www.sachsenlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Buchholzer Stadtlauf;Running;21.06.2026;Buchholz;Germany;Buchholz, Germany;53.2759502;12.6459399;5 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/buchholzer-stadtlauf/;https://buchholzerstadtlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Draisinenlauf Altenglan;Running;21.06.2026;Altenglan;Germany;Altenglan, Germany;49.5536508;7.4610041;21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/draisinenlauf-altenglan/;https://lsc-kusel.de/draisinenlauf/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Schlossinsellauf Lübben;Running;21.06.2026;Lübben;Germany;Lübben, Germany;51.9418987;13.8963805;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/schlossinsellauf-luebben/;https://schlossinsellauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Sababurger Tierparklauf;Running;21.06.2026;Hofgeismar-Sababurg;Germany;Hofgeismar-Sababurg, Germany;51.4972178;9.4280731;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/sababurger-tierparklauf/;https://www.tierparklauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Mittsommernachtslauf Hannover;Running;26.06.2026;Hannover;Germany;Hannover, Germany;52.3744779;9.7385532;8 km / 21 km / 23 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/mittsommernachtslauf-hannover/;https://www.mittsommernachtslauf-hannover.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Montafon Arlberg Marathon;Running;27.06.2026;St. Anton am Arlberg;Austria;St. Anton am Arlberg, Austria;47.1288996;10.2663669;15 km / 33 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/montafon-arlberg-marathon/;https://www.montafon.at/montafon-arlberg-marathon/de;marathon.de;https://www.marathon.de/logos/montafon-arlberg-marathon.jpg
Swiss Irontrail;Ultramarathon;27.06.2026;Savognin;Switzerland;Savognin, Switzerland;46.5969026;9.5980124;20 km / 22 km / 55 km / 78 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/swiss-irontrail/;https://www.irontrail.ch/;marathon.de;https://www.marathon.de/logos/swiss-irontrail.jpg
Remmers-Hasetal Marathon;Running;27.06.2026;Löningen;Germany;Löningen, Germany;52.7363493;7.7570655;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.hasetal-marathon.de/;marathon.de;https://www.marathon.de/logos/remmers-hasetal-marathon.jpg
Losheimer Trailfest;Ultramarathon;27.06.2026;Losheim am See;Germany;Losheim am See, Germany;49.5082531;6.7447054;12 km / 24 km / 47 km / 77 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/losheimer-trailfest/;https://trailfest.de/;marathon.de;https://www.marathon.de/logos/losheimer-trailfest.jpg
Crailsheimer Halbmarathon;Running;27.06.2026;Crailsheim;Germany;Crailsheim, Germany;49.1365626;10.0720195;11 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/crailsheimer-halbmarathon/;https://syntegon-burgberglauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
B. BRAUN Marathon;Running;28.06.2026;Tuttlingen;Germany;Tuttlingen, Germany;47.9844315;8.8186606;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/donautal-marathon/;https://www.runundfun.de/wettbewerbe/aesculap-donautal-marathon/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Marburger Nachtmarathon;Running;03.07.2026;Marburg;Germany;Marburg, Germany;50.8090106;8.7704695;21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/marburger-nachtmarathon/;https://www.ultra-marburg.de/nachtmarathon;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Bernina Gletschermarathon;Running;03.07.2026;Pontresina;Switzerland;Pontresina, Switzerland;46.489993;9.9042965;42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/bernina-gletschermarathon/;https://bernina.ultraks.com/;marathon.de;https://www.marathon.de/logos/bernina-ultraks.jpg
Gornergrat Zermatt Marathon;Ultramarathon;04.07.2026;St. Niklaus;Switzerland;St. Niklaus, Switzerland;46.177002;7.802516;21 km / 22 km / 42 km / 46 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/zermatt-marathon/;https://www.zermattmarathon.ch/;marathon.de;https://www.marathon.de/logos/zermatt-marathon.jpg
