event_slug;event_name;date;city;country;sport;distance;official_url;completion_score;priority;missing_count;missing_fields;present_fields;has_detail_record;last_checked;verification_status
43-internationalen-airport-race-2026;43. Internationalen Airport Race;13.09.2026;Hamburg Airport;Germany;Running;16.1 km, 5 km;https://www.airportrace.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
6-hofer-backyard-ultra-2026;6. Hofer Backyard Ultra;27.06.2026;Upper Franconia;Germany;Ultramarathon;100 km, Backyard Ultra;https://www.hofer-backyard-ultra.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
6-tuchmacher-stadtlauf-2026;6. Tuchmacher Stadtlauf;06.09.2026;Bramsche;Germany;Running;10 km, 5 km;https://bramscher-rumlaeufer.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
abt-degen-lauf-2026;Abt-Degen-Lauf;10.10.2026;Zeil am Main;Germany;Running;10 km;https://abt-degen-lauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aalener-stadtlauf-2026;Aalener Stadtlauf;19.07.2026;Aalen;Germany;Running;Marathon, Halbmarathon, 10 km, 5 km;https://aalener-stadtlauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
adac-tine-flugplatzlauf-2026;ADAC-Tine-Flugplatzlauf;07.06.2026;Husum;Germany;Running;10 km;https://www.nordseetourismus.de/adac-tine-flugplatzlauf?type=5200;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
32-zeitzer-stadtlauf-2026;32. Zeitzer Stadtlauf;29.08.2026;Saxony-Anhalt;Germany;Running;10 km;https://www.sg-chemie-zeitz.de/zeitzer-stadtlauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aerzener-twinfit-volkslauf-2026;Aerzener twinfit-Volkslauf;20.09.2026;Aerzen;Germany;Running;10 km;https://www.twinfit.de/twinfitlauf;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
almetal-marathon-2026;Almetal-Marathon;18.10.2026;Paderborn;Germany;Running;Marathon, Halbmarathon;https://www.ahorn-sportpark.de/feeds/Aktuelles/almetal-marathon-2026;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
after-work-run-bad-homburg-2026;After Work Run Bad Homburg;02.09.2026;Hesse;Germany;Running;5 km;https://www.bad-homburg.de/de/erleben/ausgehen/veranstaltungen/after-work-run-bad-homburg;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
altra-sunset-wattenmeer-2026;Altra Sunset Wattenmeer;30.08.2026;Hamburg;Germany;Ultramarathon;Ultramarathon;https://www.sunset-series.de/infos-wattenmeer/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-balingen-2026;AOK Firmenlauf Balingen;24.09.2026;Balingen;Germany;Running;5 km;https://balingen.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
allersberger-kirchweihlauf-2026;Allersberger Kirchweihlauf;25.07.2026;Mittelfranken;Germany;Running;10 km, 5 km;https://www.tsv-allersberg.de/abteilungen/running/kirchweihlauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
alb-run-heroldstatt-2026;Alb-Run Heroldstatt;11.07.2026;Heroldstatt;Germany;Running;16 km, 10 km;https://alb-run.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-feuerbach-2026;AOK Firmenlauf Feuerbach;17.09.2026;Stuttgart;Germany;Running;5 km;https://feuerbach.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
alpener-stadtlauf-2026;Alpener Stadtlauf;03.06.2026;Alpen;Germany;Running;10 km, 5 km;https://lg-alpen.net/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
4-rammelsberger-steigerlauf-2026;4. Rammelsberger Steigerlauf;22.08.2026;Goslar;Germany;Running;Marathon, Halbmarathon, 14 km, 10 km, 6.5 km;https://rammelsberger-steigerlauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-goppingen-2026;AOK Firmenlauf Göppingen;08.07.2026;Göppingen;Germany;Running;5 km;https://goeppingen.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-sulz-am-neckar-2026;AOK Firmenlauf Sulz am Neckar;29.07.2026;Sulz am Neckar;Germany;Running;5 km;https://sulz-am-neckar.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-ludwigsburg-2026;AOK Firmenlauf Ludwigsburg;30.09.2026;Ludwigsburg;Germany;Running;5 km;https://ludwigsburg.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
ansmann-cup-2026-2026;Ansmann Cup 2026;27.06.2026;Assamstadt;Germany;Running;10 km, 5 km;https://www.tsv-assamstadt.de/?page_id=11595;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-mosbach-2026;AOK Firmenlauf Mosbach;15.09.2026;Mosbach;Germany;Running;5 km;https://mosbach.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
alzauenlauf-tsv-trostberg-2026;Alzauenlauf TSV Trostberg;14.11.2026;Trostberg;Germany;Running;10 km;https://www.alzauenlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-schwabisch-hall-2026;AOK Firmenlauf Schwäbisch Hall;22.07.2026;Schwäbisch Hall;Germany;Running;5 km;https://schwaebisch-hall.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-stuttgart-2026;AOK Firmenlauf Stuttgart;01.07.2026;Stuttgart;Germany;Running;5 km;https://stuttgart.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-waiblingen-2026;AOK Firmenlauf Waiblingen;16.09.2026;Waiblingen;Germany;Running;5 km;https://waiblingen.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aschauer-vorsilvesterlauf-2026;Aschauer Vorsilvesterlauf;28.12.2026;Aschau im Chiemgau;Germany;Running;5 km;https://www.vorsilvesterlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
b2run-hamburg-2026;B2Run Hamburg;25.08.2026;Volksparkstadion;Germany;Running;5 km;https://www.b2run.de/run/de/de/hamburg/index.html;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
auenwaldlauf-2026;Auenwaldlauf;04.07.2026;Auenwald;Germany;Running;30 km, 10 km, 5 km;https://www.lauftreff-auenwald.de/?Auenwaldlauf;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aspacher-volkslauf-2026;Aspacher Volkslauf;19.09.2026;Großaspach;Germany;Running;10 km, 5 km;https://murrtal-runners.de/volkslauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
aok-firmenlauf-in-haslach-im-kinzigtal-2026;AOK Firmenlauf in Haslach im Kinzigtal;22.09.2026;Ortenaukreis;Germany;Running;5 km;https://haslach.bw-running.de/home;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bad-buchauer-stadtlauf-mit-federseehalbmarathon-2026;Bad Buchauer Stadtlauf mit Federseehalbmarathon;11.07.2026;Biberach;Germany;Running;Halbmarathon, 10 km, 5 km;https://www.svbadbuchau.de/stadtlauf/stadtlauf-2026/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bad-essener-abendlauf-2026;Bad Essener Abendlauf;03.07.2026;Bad Essen;Germany;Running;10 km;https://www.laufen-os.de/wettkaempfe/29-int-bad-essener-abendlauf-2026;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
b2run-berlin-2026;B2Run Berlin;16.09.2026;Olympiastadion Berlin;Germany;Running;5 km;https://www.b2run.de/run/de/de/index.html;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
babenberger-volkslauf-2026;Babenberger Volkslauf;20.06.2026;Bamberg;Germany;Running;11.1 km;https://babenberger-volkslauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bahnstadtlauf-2026-2026;Bahnstadtlauf 2026;11.07.2026;Heidelberg;Germany;Running;10 km, 5 km;https://heidelberger-tv.de/bahnstadtlauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bausch-strobel-stadtlauf-ilshofen-2026;Bausch+Ströbel Stadtlauf Ilshofen;26.09.2026;Ilshofen;Germany;Running;10 km;http://stadtlauf-ilshofen.de/ausschreibung.html;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
barocklauf-ludwigsburg-2026;BarockLauf Ludwigsburg;10.07.2026;Ludwigsburg;Germany;Running;10 km, 5 km;https://www.barocklauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
barenfels-sommertrail-63-km-mit-marathon-halbmarathon-und-11-km-2026;BÄRENFELS SOMMERTRAIL 63-KM mit MARATHON, HALBMARATHON und 11-KM;12.07.2026;Neubrücke;Germany;Ultramarathon;Ultramarathon, Marathon, Halbmarathon, 10 km;https://baerenfelsteam.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bahndammlauf-2026;Bahndammlauf;06.09.2026;53567 Buchholz;Germany;Running;Halbmarathon, 10 km, 5 km;https://bahndammlauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
benin-benefiz-lauf-2026;Benin Benefiz-Lauf;26.09.2026;Hirzweiler;Germany;Running;10 km;https://www.llgwustweiler.de/veranstaltungen/benin-lauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
benefizlauf-laufend-gutes-tun-2026;Benefizlauf - Laufend Gutes tun;19.06.2026;Wangen im Allgäu;Germany;Running;Marathon, Halbmarathon, 10 km;https://www.sg-niederwangen.de/events/standard-titel/benefizlauf/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
besenbinder-lauf-rund-um-hainrode-2026;Besenbinder Lauf - Rund um Hainrode;27.06.2026;Saxony-Anhalt;Germany;Running;15.5 km, 5 km;https://ladv.de/ausschreibung/detail/45186/1.-Besenbinder-Lauf--Rund-um-Hainrode-S%C3%BCdharz.htm;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bergisch-gladbacher-stadtlauf-2026;Bergisch Gladbacher Stadtlauf;11.09.2026;Bergisch Gladbach;Germany;Running;10 km;https://www.bergischgladbach.de/stadtlauf.aspx;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bergdorfmeile-2026;Bergdorfmeile;26.06.2026;Karlsruhe;Germany;Running;8.9 km;https://bergdorfmeile.de/bergdorfmeile/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bessunger-merck-lauf-2026;Bessunger Merck-Lauf;19.09.2026;Darmstadt;Germany;Running;10 km;https://www.stadtteillauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
berliner-wasserbetriebe-5x5-km-team-staffel-2026;Berliner Wasserbetriebe 5x5 km TEAM-Staffel;04.06.2026;Tiergarten;Germany;Running;5 km;https://www.berliner-teamstaffel.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bergkloster-lauf-2026;Bergkloster-Lauf;27.09.2026;Hochsauerlandkreis;Germany;Running;Halbmarathon, 10 km, 5 km;https://www.tus-velmede-bestwig.de/bergklosterlauf;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bedburger-citylauf-2026-2026;Bedburger Citylauf 2026;13.09.2026;Bedburg;Germany;Running;10 km, 5 km;https://bedburger-citylauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
black-forest-ultra-trail-run-2026;Black Forest ULTRA Trail Run;19.09.2026;Kirchzarten;Germany;Ultramarathon;100 km, 19 km;https://www.ultra-trailrun.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bielebohlauf-2026;Bielebohlauf;23.08.2026;Oppach;Germany;Running;Halbmarathon, 12 km, 5 km;https://oberlausitzer-laeufercup.de/bielebohlauf-oppach/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
birkhahnlauf-2026;Birkhahnlauf;25.10.2026;Neustadt am Rübenberge;Germany;Running;10 km;https://tsv-schneeren.de/birkhahnlauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bockstiegellauf-2026;Böckstiegellauf;26.09.2026;Bielefeld;Germany;Running;18 km, 10 km;https://boeckstiegellauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;08.06.2026;registration_open
birklauf-2026;Birklauf;29.08.2026;Gelting;Germany;Running;Marathon, Halbmarathon, 10 km;"https://www.mtv-gelting-08.de/?view=article&amp;id=169&amp;catid=50";0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
blankeneser-heldenlauf-2026;Blankeneser Heldenlauf;30.08.2026;Blankeneser Treppenviertel;Germany;Running;Halbmarathon, 10 km, 6.8 km, 6.5 km;https://www.heldenlauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bredstedt-cross-2026;Bredstedt-Cross;31.10.2026;Bredstedt;Germany;Running;7.2 km;https://gotrail.run/de/termine/bredstedt-cross;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
buchholzer-stadtlauf-2026;Buchholzer Stadtlauf;21.06.2026;Buchholz in der Nordheide;Germany;Running;Halbmarathon, 10 km;https://buchholzerstadtlauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
brauerschwender-basaltlauf-2026;Brauerschwender Basaltlauf;27.06.2026;Hesse;Germany;Running;12 km, 6.6 km;https://tv-brauerschwend.de/brauerschwender-basaltlauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
braunschweiger-speed5-2026;Braunschweiger Speed5;08.11.2026;Braunschweig;Germany;Running;5 km;https://www.braunschweiger-laufclub.com/speed5;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
blutenburglauf-2026;Blutenburglauf;26.07.2026;München;Germany;Running;10 km, 5 km;https://blutenburglauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
bwm-sommerlochlauf-2026;BWM Sommerlochlauf;04.08.2026;Steinheim an der Murr;Germany;Running;10 km;https://www.laufpix.de/termine/2026/bwm-sommerlochlauf;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
canyon-run-muhlheim-2026;Canyon Run Mühlheim;06.09.2026;Hesse;Germany;Running;Halbmarathon, 10 km, 5 km;https://canyon-run.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
burg-lauf-eppstein-2026;Burg-Lauf Eppstein;26.06.2026;Hesse;Germany;Ultramarathon;7.78 km;https://eppsteiner-burglauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
charity-mega-run-2026;Charity Mega Run;15.08.2026;Bingen am Rhein;Germany;Ultramarathon;50 km, 26 km, 10 km, 5 km;https://cmrbingen.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
burscheider-stadtlauf-2026;Burscheider Stadtlauf;11.10.2026;Rheinisch-Bergischer Kreis;Germany;Running;10 km;https://www.stadtsportverband-burscheid.de/index.php/61-stadtlauf;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
darmstadter-stadtlauf-2026;Darmstädter Stadtlauf;24.06.2026;Darmstadt;Germany;Running;Halbmarathon, 10 km, 5 km;https://darmstadt-laeuft.de/darmstadter-stadtlauf/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
citylauf-grevenbroich-2026;Citylauf Grevenbroich;12.06.2026;Grevenbroich;Germany;Running;10 km, 5 km;https://citylauf-grevenbroich.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
crosslauf-fichtenau-2026;Crosslauf Fichtenau;11.07.2026;Fichtenau;Germany;Running;10 km, 5.2 km;https://www.fichtenau.de/freizeit-erlebnis/fichtenauer-momente/crosslauf;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;08.06.2026;registration_open
bremer-firmenlauf-zur-spatschicht-2026;Bremer Firmenlauf zur Spätschicht;25.06.2026;Weserwehr;Germany;Running;5 km;https://bremer-firmenlauf.com/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
die-10-kilometer-von-durwiss-2026;Die 10 Kilometer von Dürwiß;01.08.2026;Eschweiler;Germany;Running;10 km;https://www.sv-germania-duerwiss.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
burgentrail-unterfrankische-traillaufmeisterschaften-2026;Burgentrail Unterfränkische Traillaufmeisterschaften;03.10.2026;Lower Franconia;Germany;Ultramarathon;Halbmarathon, 5 km;https://sc-ostheim.de/burgentrail/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
christmas-run-to-tree-2026;Christmas Run To Tree;29.11.2026;Forst Klövensteen;Germany;Running;12 km, 5 km;https://christmasrun.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
der-alstertallauf-2026;Der Alstertallauf;23.08.2026;Alsterwanderweg;Germany;Running;Halbmarathon, 10 km, 5 km;https://htb62.de/alstertallauf;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
ditzinger-keltenlauf-2026;Ditzinger Keltenlauf;18.10.2026;Ditzingen;Germany;Running;12 km, 5 km;https://keltenlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
die-49-nacht-von-borgholzhausen-2026;Die 49. Nacht von Borgholzhausen;20.06.2026;Borgholzhausen;Germany;Running;10 km, 5 km;https://rsv-borgholzhausen.de/nacht;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
dm-firmenlauf-saarbrucken-2026;dm Firmenlauf Saarbrücken;02.06.2026;Saarbrücken;Germany;Running;5 km;https://firmenlauf-sb.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
deistercrossing-springe-2026;DeisterCrossing Springe;13.09.2026;Hesse;Germany;Running;Marathon, Halbmarathon, 8 km;https://deistercrossing.de/ausschreibung;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
dresdenhalf-2026;DresdenHALF;06.09.2026;Dresden;Germany;Running;Halbmarathon;https://dresden-half.com/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
dieburger-stadtlauf-2026;Dieburger Stadtlauf;20.06.2026;Hesse;Germany;Running;10 km;https://dieburger-stadtlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
ehriker-stadtmauerlauf-mit-2-ehriker-burg-ramstein-lauf-2026;Ehriker Stadtmauerlauf mit 2. Ehriker Burg Ramstein Lauf;30.08.2026;Rhineland-Palatinate;Germany;Running;10 km;https://citysport-trier.de/event/5-ehriker-stadtmauerlauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
edge-beyond-x-duracher-lauf-2026;edge beyond x Duracher Lauf;21.06.2026;Oberallgäu;Germany;Running;10 km, 5 km;https://www.edge-beyond.de/duracher-lauf;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
durlacher-turmberglauf-2026;Durlacher Turmberglauf;26.09.2026;Karlsruhe;Germany;Running;10 km;https://www.tsdurlach.de/sportangebot/leichtathletik/turmberglauf.html;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
