event_slug;event_name;date;city;country;sport;distance;official_url;completion_score;priority;missing_count;missing_fields;present_fields;has_detail_record;last_checked;verification_status
bielefelder-triathlon-2026;Bielefelder Triathlon;28.06.2026;Bielefeld;Germany;Triathlon;Sprint / Relay / Youth;https://www.triathlon-bielefeld.de/anmeldung;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
sormlands-100-trail-run-2026;Sörmlands 100 Trail Run;11.09.2026;Björnlunda;Sweden;Ultramarathon;8 km / 22 km / 50 km / 100 km / 100 Miles;https://www.sormlands100.com/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;24.06.2026;registration_open
ironman-hamburg-european-championship-2026;IRONMAN Hamburg European Championship;07.06.2026;Hamburg;Germany;Triathlon;Full;https://www.ironman.com/races/im-hamburg;38;high;8;entry_fee, registration_deadline, start_time, cutoff, elevation, race_day_info, statistics, faq;registration_status, course_info, travel_info, weather_info, sources;true;2026-06-30;verified_official_source
ironman-frankfurt-2026;IRONMAN Frankfurt;28.06.2026;Frankfurt;Germany;Triathlon;Full;https://www.ironman.com/races/im-frankfurt;46;high;7;entry_fee, registration_deadline, start_time, cutoff, elevation, statistics, faq;registration_status, course_info, race_day_info, travel_info, weather_info, sources;true;2026-06-30;verified_official_source
ironman-70-3-duisburg-2026;IRONMAN 70.3 Duisburg;16.08.2026;Duisburg;Germany;Triathlon;Middle;https://www.ironman.com/races/im703-duisburg;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
ironman-70-3-leipzig-2026;IRONMAN 70.3 Leipzig;23.08.2026;Leipzig;Germany;Triathlon;Middle;https://www.ironman.com/races/im703-leipzig;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
ironman-70-3-erkner-2026;IRONMAN 70.3 Erkner;13.09.2026;Erkner;Germany;Triathlon;Middle;https://www.ironman.com/races/im703-erkner;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
ironman-kaernten-klagenfurt-austria-2026;IRONMAN Kaernten-Klagenfurt Austria;14.06.2026;Klagenfurt;Austria;Triathlon;Full;https://www.ironman.com/races/im-austria;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
ironman-70-3-european-championship-elsinore-2026;IRONMAN 70.3 European Championship Elsinore;21.06.2026;Elsinore;Denmark;Triathlon;Middle;https://www.ironman.com/races/im703-elsinore;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
ironman-70-3-westfriesland-2026;IRONMAN 70.3 Westfriesland;21.06.2026;Hoorn;Netherlands;Triathlon;Middle;https://www.ironman.com/races/im703-westfriesland;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
ironman-switzerland-thun-2026;IRONMAN Switzerland Thun;05.07.2026;Thun;Switzerland;Triathlon;Full;https://www.ironman.com/races/im-switzerland;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
ironman-70-3-jonkoping-2026;IRONMAN 70.3 Jonkoping;05.07.2026;Jonkoping;Sweden;Triathlon;Middle;https://www.ironman.com/races/im703-jonkoping;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
ironman-70-3-luxembourg-2026;IRONMAN 70.3 Luxembourg;12.07.2026;Moselle;Luxembourg;Triathlon;Middle;https://www.ironman.com/races/im703-luxembourg;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
ironman-vitoria-gasteiz-2026;IRONMAN Vitoria-Gasteiz;12.07.2026;Vitoria-Gasteiz;Spain;Triathlon;Full;https://www.ironman.com/races/im-vitoria;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
ironman-70-3-vitoria-gasteiz-2026;IRONMAN 70.3 Vitoria-Gasteiz;12.07.2026;Vitoria-Gasteiz;Spain;Triathlon;Middle;https://www.ironman.com/races/im703-vitoria;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;sold_out
generali-koln-marathon-2026;Generali Köln Marathon;04.10.2026;Köln;Germany;Running;Half Marathon / Marathon / 42.195 km;https://generali-koeln-marathon.de/;54;high;6;registration_deadline, start_time, cutoff, elevation, race_day_info, faq;entry_fee, registration_status, course_info, travel_info, weather_info, statistics, sources;true;2026-06-30;verified_official_source
koln-triathlon-2026;Köln Triathlon;06.09.2026;Köln;Germany;Triathlon;Sprint, Olympic, Middle;https://www.koeln-triathlon.com/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
haspa-marathon-hamburg-2027;Haspa Marathon Hamburg;25.04.2027;Hamburg;Germany;Running;Marathon / 42.195 km;https://haspa-marathon-hamburg.de/;46;high;7;entry_fee, registration_deadline, start_time, cutoff, elevation, race_day_info, faq;registration_status, course_info, travel_info, weather_info, statistics, sources;true;2026-06-30;verified_official_source
bmw-berlin-marathon-2026;BMW Berlin Marathon;27.09.2026;Berlin;Germany;Running;Marathon / 42.195 km;https://www.bmw-berlin-marathon.com/en/;100;high;0;;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;true;2026-07-06;verified_core_fields
mainova-frankfurt-marathon-2026;Mainova Frankfurt Marathon;25.10.2026;Frankfurt am Main;Germany;Running;Marathon / 42.195 km;https://www.frankfurt-marathon.com/;46;high;7;entry_fee, registration_deadline, start_time, cutoff, elevation, race_day_info, faq;registration_status, course_info, travel_info, weather_info, statistics, sources;true;2026-06-30;verified_official_source
thuringen-ultra-2026;Thüringen Ultra;04.07.2026;Fröttstädt;Germany;Ultramarathon;100 km;http://www.thueringenultra.de/startseite/index.php;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
munster-marathon-2026;Münster Marathon;13.09.2026;Münster;Germany;Running;Marathon;https://www.volksbank-muenster-marathon.de/_rubric/index.php?rubric=Home%20DE;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
gutsmuths-rennsteiglauf-2027;GutsMuths Rennsteiglauf;22.05.2027;Schmiedefeld;Germany;Ultramarathon;17 km / 21 km / 42 km / 74 km;https://www.rennsteiglauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
ostseeman-2026;Ostseeman;02.08.2026;Glücksburg;Germany;Triathlon;Middle , Full;https://www.ostseeman.de/startseite.html;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
zugspitz-ultratrail-2026;Zugspitz Ultratrail;20.06.2026;Garmisch-Partenkirchen;Germany;Ultramarathon;107 km / 74 km / 69 km / 44 km / 29 km;https://zugspitz.utmb.world/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;2026-06-27;sold_out
challenge-roth-2026;Challenge Roth;05.07.2026;Roth;Germany;Triathlon;Full;https://www.challenge-roth.com/de/;38;high;8;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, race_day_info, faq;course_info, travel_info, weather_info, statistics, sources;true;2026-06-30;verified_official_source
dresden-marathon-2026;Dresden Marathon;25.10.2026;Dresden;Germany;Running;Marathon;https://www.dresden-marathon.com/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
magdeburg-marathon-2026;Magdeburg Marathon;04.10.2026;Magdeburg;Germany;Running;4 km / 10 km / 21 km / 42 km;https://magdeburg-marathon.eu/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
fischland-darss-zingst-ultramarathon-2026;Fischland Darss-Zingst Ultramarathon;13.06.2026;Ribnitz-Damgarten;Germany;Ultramarathon;100 km, 115 km;https://www.fischland-darss-zingst-ultramarathon.eu/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
kassel-marathon-2026;Kassel Marathon;20.09.2026;Kassel;Germany;Running;10 km, Half Marathon, Marathon;https://kassel-marathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
finkenwerder-insellauf-2026;Finkenwerder Insellauf;06.06.2026;Hamburg;Germany;Running;5 km / 10 km / 20 km;https://www.finkenwerder-insellauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
panorama-baumwipfel-lauf-2026;Panorama-Baumwipfel-Lauf;13.06.2026;Oberschwarzach;Germany;Running;6 km / 12 km / 21 km;https://panorama-baumwipfel-lauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
ebbser-koasamarsch-2026;Ebbser Koasamarsch;13.06.2026;Ebbs;Austria;Ultramarathon;20 km / 33 km / 44 km;https://www.koasamarsch.at/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
himmelgeister-bruckenlauf-2026;Himmelgeister Brückenlauf;13.06.2026;Düsseldorf;Germany;Running;11 km / 21 km;https://himmelgeister-brueckenlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
glucklauf-2026;GlückLauf;13.06.2026;Salzgitter;Germany;Running;5 km / 10 km / 21 km;https://www.xn--glcklauf-75a.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
mendener-citylauf-mit-halbmarathon-2026;Mendener Citylauf mit Halbmarathon;14.06.2026;Menden;Germany;Running;5 km / 10 km / 21 km;https://www.menden-citylauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
gorch-fock-lauf-2026;Gorch-Fock-Lauf;14.06.2026;Wilhelmshaven;Germany;Running;5 km / 10 km / 21 km / 42 km;https://gorch-fock-lauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
herzogstadtlauf-straubing-2026;Herzogstadtlauf Straubing;14.06.2026;Straubing;Germany;Running;2 km / 5 km / 10 km / 20 km;https://www.herzogstadtlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
himmelswegelauf-2026;Himmelswegelauf;13.06.2026;Nebra;Germany;Running;10 km / 21 km / 42 km;https://www.himmelswegelauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
tschirgant-sky-run-2026;Tschirgant Sky Run;13.06.2026;Imst;Austria;Ultramarathon;17 km / 27 km / 43 km / 53 km;https://tschirgant-sky.run/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
saarbruckenlauf-2026;saarBRÜCKENlauf;14.06.2026;Saarbrücken;Germany;Running;10 km / 20 km;https://www.saarbrueckenlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
heidenheimer-sparkassen-stadtlauf-2026;Heidenheimer Sparkassen-Stadtlauf;14.06.2026;Heidenheim;Germany;Running;5 km / 10 km / 21 km;https://heidenheimer-stadtlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
drebber-marathon-2026;Drebber Marathon;13.06.2026;Drebber;Germany;Running;5 km / 10 km / 21 km / 42 km;http://drebber-marathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
eschathlon-der-eschborner-halbmarathon-2026;Eschathlon - Der Eschborner Halbmarathon;14.06.2026;Eschborn;Germany;Running;3 km / 10 km / 21 km;https://www.eschathlon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
hennefer-europalauf-2026;Hennefer Europalauf;20.06.2026;Hennef;Germany;Running;4 km / 7 km / 10 km / 21 km;https://europalauf.eu/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
rennsteig-staffellauf-2026;Rennsteig Staffellauf;20.06.2026;Hörschel;Germany;Ultramarathon;170 km;https://www.rennsteig-staffellauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
skatstadtmarathon-2026;Skatstadtmarathon;13.06.2026;Altenburg;Germany;Running;5 km / 13 km / 21 km / 42 km;https://www.skatstadtmarathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
barmstedter-stadtlauf-2026;Barmstedter Stadtlauf;14.06.2026;Barmstedt;Germany;Running;5 km / 10 km / 21 km;https://bmtv.de/sportangebote/veranstaltungen/stadtlauf;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
sparkassen-metropolmarathon-2026;Sparkassen Metropolmarathon;14.06.2026;Fürth;Germany;Running;10 km / 21 km / 42 km;https://metropolmarathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
sababurger-tierparklauf-2026;Sababurger Tierparklauf;21.06.2026;Hofgeismar-Sababurg;Germany;Running;5 km / 10 km / 21 km;https://www.tierparklauf.de/start/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
melibokuslauf-2026;Melibokuslauf;14.06.2026;Alsbach-Hähnlein;Germany;Running;10 km / 20 km;https://tv-alsbach.de/melibokuslauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
draisinenlauf-altenglan-2026;Draisinenlauf Altenglan;21.06.2026;Altenglan;Germany;Running;21 km;https://lsc-kusel.de/draisinenlauf/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
fichtelgebirgsmarathon-2026;Fichtelgebirgsmarathon;04.07.2026;Bad Alexandersbad;Germany;Running;10 km / 21 km / 42 km;https://fichtelgebirgsmarathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
montafon-arlberg-marathon-2026;Montafon Arlberg Marathon;27.06.2026;St. Anton am Arlberg;Austria;Running;15 km / 33 km / 42 km;https://www.montafon.at/montafon-arlberg-marathon/de;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
flechtkulturlauf-obermain-2026;Flechtkulturlauf Obermain;20.06.2026;Lichtenfels;Germany;Running;5 km / 10 km;https://ascburgberg.de/flechtkulturlauf;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
remmers-hasetal-marathon-2026;Remmers-Hasetal Marathon;27.06.2026;Löningen;Germany;Running;5 km / 10 km / 21 km / 42 km;https://remmers-hasetal-marathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
gornergrat-zermatt-marathon-2026;Gornergrat Zermatt Marathon;04.07.2026;St. Niklaus;Switzerland;Ultramarathon;21 km / 22 km / 42 km / 46 km;https://www.zermattmarathon.ch/de;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
roruper-abendlauf-2026;Roruper Abendlauf;10.07.2026;Dülmen-Rorup;Germany;Running;3 km / 10 km / 21 km;https://www.rorup.net/lauftreff/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
eselsburger-tal-lauf-2026;Eselsburger-Tal-Lauf;05.07.2026;Herbrechtingen;Germany;Running;5 km / 10 km / 21 km;https://www.lauftreff-herbrechtingen.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
propotsdam-schlosserlauf-2026;ProPotsdam Schlösserlauf;07.06.2026;Potsdam;Germany;Running;10 km / 21 km;https://potsdam-schloesserlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
sportscheck-run-munchen-2026;SportScheck RUN München;05.07.2026;München;Germany;Running;5 km / 10 km / 21 km;https://www.sportscheck.com/run.html;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
gletschermarathon-pitztal-2026;Gletschermarathon Pitztal;05.07.2026;Sankt Leonhard im Pitztal;Austria;Running;6 km / 21 km / 42 km;https://www.pitztal.com/de/gletschermarathon.html;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
ermstal-marathon-2026;Ermstal-Marathon;12.07.2026;Metzingen;Germany;Running;8 km / 10 km / 21 km / 42 km;https://www.ermstal-marathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
heizomat-altmuhlseelauf-2026;Heizomat Altmühlseelauf;18.07.2026;Gunzenhausen;Germany;Running;7 km / 21 km;https://www.altmuehlseelauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
kustenkanallauf-2026;Küstenkanallauf;04.07.2026;Friesoythe/Kampe;Germany;Running;6 km / 11 km / 22 km;https://www.kc-ikenbruegge.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
ottonenlauf-2026;Ottonenlauf;01.08.2026;Alexisbad;Germany;Ultramarathon;26 km / 45 km / 69 km;https://www.ottonenlauf.info/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
altmuhl-jura-halbmarathon-2026;Altmühl-Jura Halbmarathon;26.07.2026;Greding;Germany;Running;5 km / 10 km / 21 km;https://www.greding.de/aj-halbmarathon/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
rheingauer-halbmarathon-2026;Rheingauer Halbmarathon;26.07.2026;Oestrich-Winkel;Germany;Running;5 km / 10 km / 21 km;https://www.rieslinglauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
marburger-nachtmarathon-2026;Marburger Nachtmarathon;03.07.2026;Marburg;Germany;Running;10 km, Half Marathon, Marathon;https://ultra-marburg.de/nachtmarathon/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
wilhelmsfelder-kerwelauf-2026;Wilhelmsfelder Kerwelauf;05.07.2026;Wilhelmsfeld;Germany;Running;6 km / 10 km / 21 km;https://kerwelauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
marathon-rund-um-wellen-2026;Marathon rund um Wellen;02.08.2026;Wellen;Germany;Running;5 km / 11 km / 21 km / 42 km;https://www.wellen-marathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
kapellenlauf-vorra-2026;Kapellenlauf Vorra;02.08.2026;Frensdorf;Germany;Running;10 km / 21 km;https://www.laufclub-vorra.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
eilenriederennen-hannover-2026;Eilenriederennen Hannover;30.08.2026;Hannover;Germany;Running;5 km / 10 km / 21 km;https://www.eilenriederennen.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
florstadt-halbmarathon-2026;FlorSTADT Halbmarathon;23.08.2026;Florstadt;Germany;Running;5 km / 10 km / 21 km;https://ltflorstadt.de/halbmarathon;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
borkumer-meilenlauf-2026;Borkumer Meilenlauf;05.09.2026;Borkum;Germany;Running;5 km / 10 km;https://www.borkumer-meilenlauf.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
rosengartenlauf-2026;Rosengartenlauf;23.08.2026;Rosengarten-Vahrendorf;Germany;Ultramarathon;5 km / 10 km / 21 km / 50 km;https://rosengartenlauf.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
jungfrau-marathon-2026;Jungfrau Marathon;04.09.2026;Interlaken;Switzerland;Running;42 km;https://www.jungfrau-marathon.ch/de/index.html;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
steinhuder-meer-lauf-2026;Steinhuder-Meer-Lauf;05.09.2026;Neustadt am Rübenberge;Germany;Running;5 km / 10 km / 21 km;https://www.tsv-poggenhagen1946.de/;0;medium;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
city-marathon-bremerhaven-2026;City Marathon Bremerhaven;06.09.2026;Bremerhaven;Germany;Running;7 km / 10 km / 21 km / 42 km;https://www.bremerhaven-marathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
borsig-halbmarathon-2026;BORSIG Halbmarathon;06.09.2026;Berlin;Germany;Running;5 km / 10 km / 21 km;https://borsighalbmarathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
koberstadter-waldmarathon-2026;Koberstädter Waldmarathon;30.08.2026;Egelsbach;Germany;Running;10 km / 21 km;https://www.koberstaedter-marathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
burgwald-marchen-marathon-2026;Burgwald Märchen Marathon;30.08.2026;Rauschenberg;Germany;Running;5 km / 10 km / 21 km / 32 km;https://bmm-rauschenberg.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
fehmarn-marathon-2026;Fehmarn Marathon;05.09.2026;Fehmarn;Germany;Running;5 km / 11 km / 21 km / 42 km;https://fehmarn-marathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
flensburg-liebt-dich-marathon-2026;Flensburg liebt dich Marathon;06.09.2026;Flensburg;Germany;Running;5 km / 10 km / 21 km / 42 km;https://flensburg-marathon.de/;0;high;13;entry_fee, registration_status, registration_deadline, start_time, cutoff, elevation, course_info, race_day_info, travel_info, weather_info, statistics, faq, sources;;false;02.06.2026;registration_open
