event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;image
Lohners Vulkan-Marathon;Running;01.05.2026;Mendig;Germany;Mendig, Germany;50.3720933;7.2812427;5 km, 10 km, Half Marathon, Marathon;Official local running event in Mendig. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.vulkan-marathon.de;Kilometerliebe Discovery;
Ludwigshafener Stadtlauf;Running;27.06.2026;Ludwigshafen am Rhein;Germany;Ludwigshafen am Rhein, Germany;49.4704113;8.4381568;5 km, 10 km;Official local running event in Ludwigshafen am Rhein. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.ludwigshafener-stadtlauf.de/;Kilometerliebe Discovery;
Stadtwerke Lübeck Marathon;Running;17.10.2027;Lübeck;Germany;Lübeck, Germany;53.866444;10.684738;5 km, 10 km, Half Marathon, Marathon;Official local running event in Lübeck. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://swhl-marathon.de;Kilometerliebe Discovery;
Lüneburger Firmenlauf;Running;12.06.2026;Lüneburg;Germany;Lüneburg, Germany;53.248706;10.407855;5 km;Official local running event in Lüneburg. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://fitwerft.de/;Kilometerliebe Discovery;
Magdeburg Marathon;Running;04.10.2026;Magdeburg;Germany;Magdeburg, Germany;52.1314783;11.6400789;5 km, 10 km, Half Marathon, Marathon;Official local running event in Magdeburg. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://magdeburg-marathon.eu;Kilometerliebe Discovery;
Magdeburg-Marathon;Running;03.10.2027;Magdeburg;Germany;Magdeburg, Germany;52.1314783;11.6400789;10 km, Half Marathon, Marathon;Official local running event in Magdeburg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.magdeburg-marathon.eu;Kilometerliebe Discovery;
Mainauenlauf Bayreuth;Running;14.06.2026;Bayreuth;Germany;Bayreuth, Germany;49.9446345;11.5743543;5 km, 10 km, Half Marathon;Official local running event in Bayreuth. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mainauenlauf.de/;Kilometerliebe Discovery;
MainCityRun Schweinfurt;Running;16.05.2026;Schweinfurt;Germany;Schweinfurt, Germany;50.0451485;10.2340647;5 km, 10 km, Half Marathon;Official local running event in Schweinfurt. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://laufen-triathlon.de;Kilometerliebe Discovery;
Mainova Frankfurt Marathon;Running;25.10.2026;Frankfurt am Main;Germany;Frankfurt am Main, Germany;50.1106444;8.6820917;Marathon;Official local running event in Frankfurt am Main. Distances: Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.frankfurt-marathon.com/;Kilometerliebe Discovery;
Mainova Frankfurt Marathon;Running;31.10.2027;Frankfurt am Main;Germany;Frankfurt am Main, Germany;50.1106444;8.6820917;5 km, 10 km, Marathon;Official local running event in Frankfurt am Main. Distances: 5 km, 10 km, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.frankfurt-marathon.com;Kilometerliebe Discovery;
Marathon Deutsche Weinstraße;Running;12.04.2026;Bockenheim;Germany;Bockenheim, Germany;50.1233115;8.6460563;Half Marathon, Marathon;Official local running event in Bockenheim. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.marathon-deutsche-weinstrasse.de;Kilometerliebe Discovery;
Marathon München by Brooks;Running;11.10.2026;München;Germany;München, Germany;48.1371079;11.5753822;10 km, Half Marathon, Marathon;Official local running event in München. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://marathonmuenchen.org;Kilometerliebe Discovery;
Marathon München by Brooks;Running;10.10.2027;München;Germany;München, Germany;48.1371079;11.5753822;10 km, Half Marathon, Marathon;Official local running event in München. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://marathonmuenchen.org;Kilometerliebe Discovery;
Marathon rund um Wellen;Running;02.08.2026;Wellen;Germany;Wellen, Germany;49.6692928;6.4334568;5 km, 10 km, Half Marathon, Marathon;Official local running event in Wellen. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.wellen-marathon.de;Kilometerliebe Discovery;
Marburger Lahntallauf;Running;28.02.2026;Marburg;Germany;Marburg, Germany;50.8090106;8.7704695;10 km, Half Marathon, Marathon;Official local running event in Marburg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://ultra-marburg.de/lahntallauf/;Kilometerliebe Discovery;
Marburger Nacht-Marathon;Running;03.07.2026;Marburg;Germany;Marburg, Germany;50.8090106;8.7704695;10 km, Half Marathon, Marathon;Official local running event in Marburg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.nachtmarathon.org;Kilometerliebe Discovery;
100 Meilen Berlin — Mauerweglauf;Ultramarathon;15.08.2026;Berlin;Germany;Berlin, Germany;52.5173885;13.3951309;100 Miles / 161 km;Official local running event in Berlin. Distances: 100 miles / 161 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.100meilen.de;Kilometerliebe Discovery;
Mein Freiburg Marathon;Running;12.04.2026;Freiburg;Germany;Freiburg, Germany;47.9960901;7.8494005;5 km, 10 km, Half Marathon, Marathon;Official local running event in Freiburg. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mein-freiburgmarathon.de;Kilometerliebe Discovery;
Meldorfer Brückenlauf;Running;01.05.2026;Meldorf;Germany;Meldorf, Germany;54.08988;9.070633;10 km, Half Marathon;Official local running event in Meldorf. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.meldorfer-brueckenlauf.de;Kilometerliebe Discovery;
Melibokuslauf;Running;14.06.2026;Alsbach-Hähnlein;Germany;Alsbach-Hähnlein, Germany;49.7383506;8.5950049;10 km;Official local running event in Alsbach-Hähnlein. Distances: 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://tv-alsbach.de/melibokuslauf;Kilometerliebe Discovery;
Mendener Citylauf mit Halbmarathon;Running;14.06.2026;Menden;Germany;Menden, Germany;51.43779;7.7953822;5 km, 10 km, Half Marathon;Official local running event in Menden. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.menden-citylauf.de;Kilometerliebe Discovery;
Miltenberger Landkreis-Lauftag;Running;13.09.2026;Elsenfeld;Germany;Elsenfeld, Germany;49.8473123;9.1618537;5 km, 10 km, Half Marathon;Official local running event in Elsenfeld. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://lauftag.landkreis-miltenberg.de;Kilometerliebe Discovery;
Mitteldeutscher Marathon;Running;04.10.2026;Halle;Germany;Halle, Germany;52.4523605;6.9192787;10 km, Half Marathon, Marathon;Official local running event in Halle. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mitteldeutscher-marathon.de;Kilometerliebe Discovery;
Mitteldeutscher Marathon Halle;Running;04.10.2026;Halle (Saale);Germany;Halle (Saale), Germany;51.4824354;11.9712985;10 km, Half Marathon, Marathon;Official local running event in Halle (Saale). Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mitteldeutscher-marathon.de/;Kilometerliebe Discovery;
Mittsommernachtslauf Hannover;Running;26.06.2026;Hannover;Germany;Hannover, Germany;52.3744779;9.7385532;10 km, Half Marathon;Official local running event in Hannover. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mittsommernachtslauf-hannover.de;Kilometerliebe Discovery;
Moerser enni Schlossparklauf;Running;25.04.2026;Moers;Germany;Moers, Germany;51.451283;6.62843;5 km, 10 km;Official local running event in Moers. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://schlossparklauf.org/;Kilometerliebe Discovery;
Mountainman Nesselwang;Running;09.05.2026;Nesselwang;Germany;Nesselwang, Germany;47.6218885;10.5003482;10 km, Half Marathon, Marathon;Official local running event in Nesselwang. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://mountainman.de;Kilometerliebe Discovery;
Mülheimer Firmenlauf;Running;17.09.2026;Mülheim an der Ruhr;Germany;Mülheim an der Ruhr, Germany;51.4272925;6.8829192;5.6 km;Official local running event in Mülheim an der Ruhr. Distances: 5.6 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.muelheimer-firmenlauf.de/;Kilometerliebe Discovery;
Müritz-Lauf;Ultramarathon;27.06.2026;Waren (Müritz);Germany;Waren (Müritz), Germany;53.5156249;12.6850606;75 km;Official local running event in Waren (Müritz). Distances: 75 km. Discovered via Kilometerliebe and linked to the official event website.;https://mueritz-lauf.de;Kilometerliebe Discovery;
Mützenicher VENNLAUF;Running;30.05.2026;Monschau-Mützenich;Germany;Monschau-Mützenich, Germany;50.5632359;6.207414;5 km, 10 km, Half Marathon;Official local running event in Monschau-Mützenich. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.vennlauf.de;Kilometerliebe Discovery;
Neckarlauf;Ultramarathon;31.05.2026;Villingen-Schwenningen;Germany;Villingen-Schwenningen, Germany;48.063152;8.4929618;372 km;Official local running event in Villingen-Schwenningen. Distances: 372 km. Discovered via Kilometerliebe and linked to the official event website.;https://neckarlauf.com/neckarlauf.html;Kilometerliebe Discovery;
Nordholzer Windmühlenlauf;Running;20.06.2026;Wurster Nordseeküste;Germany;Wurster Nordseeküste, Germany;53.7044885;8.568845;5 km, 10 km, Half Marathon;Official local running event in Wurster Nordseeküste. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://windmuehlenlauf.jimdofree.com;Kilometerliebe Discovery;
Novemberlauf;Ultramarathon;01.11.2026;Freudenstadt-Grüntal;Germany;Freudenstadt-Grüntal, Germany;48.4796222;8.4683264;50 km;Official local running event in Freudenstadt-Grüntal. Distances: 50 km. Discovered via Kilometerliebe and linked to the official event website.;https://neckarlauf.com/novemberlauf.html;Kilometerliebe Discovery;
Oberelbe Marathon;Running;26.04.2026;Dresden;Germany;Dresden, Germany;51.0493286;13.7381437;5 km, 10 km, Half Marathon, Marathon;Official local running event in Dresden. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.oberelbe-marathon.de;Kilometerliebe Discovery;
Obermain-Marathon;Running;12.04.2026;Bad Staffelstein;Germany;Bad Staffelstein, Germany;50.1028339;10.999159;10 km, Half Marathon, Marathon;Official local running event in Bad Staffelstein. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.obermain-marathon.de;Kilometerliebe Discovery;
Offenbacher Mainuferlauf;Running;11.10.2026;Offenbach am Main;Germany;Offenbach am Main, Germany;50.1055002;8.7610698;5 km, 10 km, Half Marathon;Official local running event in Offenbach am Main. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.offenbacher-lc.de/;Kilometerliebe Discovery;
Ohmrathon;Running;16.05.2026;Worbis;Germany;Worbis, Germany;51.421618;10.3610936;10 km, Half Marathon;Official local running event in Worbis. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.ohmrathon.de;Kilometerliebe Discovery;
Oldenburg Marathon;Running;25.10.2026;Edewecht;Germany;Edewecht, Germany;53.1283992;7.9855044;5 km, 10 km, Half Marathon, Marathon;Official local running event in Edewecht. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://oldenburg-marathon.de;Kilometerliebe Discovery;
Osnabrücker Ringweg Ultramarathon;Ultramarathon;13.06.2026;Osnabrück;Germany;Osnabrück, Germany;52.2719595;8.047635;70 km;Official local running event in Osnabrück. Distances: 70 km. Discovered via Kilometerliebe and linked to the official event website.;https://my.raceresult.com/363204/;Kilometerliebe Discovery;
Paderborner Osterlauf;Running;04.04.2026;Paderborn;Germany;Paderborn, Germany;51.7177044;8.752653;5 km, 10 km, Half Marathon;Official local running event in Paderborn. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.paderborner-osterlauf.de/;Kilometerliebe Discovery;
Panorama-Baumwipfel-Lauf;Running;13.06.2026;Oberschwarzach;Germany;Oberschwarzach, Germany;49.8607085;10.4098754;10 km, Half Marathon;Official local running event in Oberschwarzach. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://panorama-baumwipfel-lauf.de;Kilometerliebe Discovery;
Pfälzerwald Marathon;Running;12.09.2026;Pirmasens;Germany;Pirmasens, Germany;49.1996961;7.6087847;Half Marathon, Marathon;Official local running event in Pirmasens. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.pfaelzerwald-marathon.de;Kilometerliebe Discovery;
Pfingstlauf Ruhrschleife Arnsberg;Running;23.05.2026;Arnsberg;Germany;Arnsberg, Germany;51.4002384;8.0605908;6.7 km;Official local running event in Arnsberg. Distances: 6.7 km. Discovered via Kilometerliebe and linked to the official event website.;https://ruhrschleife-lauf.de/;Kilometerliebe Discovery;
ProPotsdam Schlösserlauf;Running;07.06.2026;Potsdam;Germany;Potsdam, Germany;52.4009309;13.0591397;10 km, Half Marathon;Official local running event in Potsdam. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.potsdam-schloesserlauf.de;Kilometerliebe Discovery;
PSD Bank Halbmarathon Hamburg;Running;20.09.2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;Half Marathon;Official local running event in Hamburg. Distances: Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.halb-marathon.hamburg;Kilometerliebe Discovery;
Ra(h)ser-Run Viersen;Running;31.05.2026;Viersen;Germany;Viersen, Germany;51.2562118;6.3905476;5 km, 10 km;Official local running event in Viersen. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://rahser-run.de/;Kilometerliebe Discovery;
Regensburg Marathon;Running;17.05.2026;Regensburg;Germany;Regensburg, Germany;49.0195333;12.0974869;10 km, Half Marathon, Marathon;Official local running event in Regensburg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.llc-marathon-regensburg.de;Kilometerliebe Discovery;
Reichenau Halbmarathon;Running;20.09.2026;Reichenau;Germany;Reichenau, Germany;47.6966514;9.0616115;10 km, Half Marathon;Official local running event in Reichenau. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.sv-reichenau-leichtathletik.de;Kilometerliebe Discovery;
Remmers-Hasetal-Marathon;Running;27.06.2026;Löningen;Germany;Löningen, Germany;52.7363493;7.7570655;10 km, Half Marathon, Marathon;Official local running event in Löningen. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.hasetal-marathon.de;Kilometerliebe Discovery;
GutsMuths-Rennsteig Supermarathon;Ultramarathon;09.05.2026;Eisenach;Germany;Eisenach, Germany;50.9747134;10.3193565;73.9 km;Official local running event in Eisenach. Distances: 73.9 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.rennsteiglauf.de;Kilometerliebe Discovery;
REWE Women's Run Hamburg;Running;14.06.2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;5 km, 10 km;Official local running event in Hamburg. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://womensrun-hamburg.de;Kilometerliebe Discovery;
Rhein-Ruhr Marathon Duisburg;Running;10.05.2026;Duisburg;Germany;Duisburg, Germany;51.434999;6.759562;Half Marathon, Marathon;Official local running event in Duisburg. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.rhein-ruhr-marathon.de;Kilometerliebe Discovery;
Rhein-Ruhr Marathon Duisburg;Running;09.05.2027;Duisburg;Germany;Duisburg, Germany;51.434999;6.759562;10 km, Half Marathon, Marathon;Official local running event in Duisburg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.rhein-ruhr-marathon.de;Kilometerliebe Discovery;
Rheingauer Halbmarathon;Running;26.07.2026;Oestrich;Germany;Oestrich, Germany;51.5666596;7.3621171;5 km, 10 km, Half Marathon;Official local running event in Oestrich. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.rieslinglauf.de;Kilometerliebe Discovery;
RIBE Citylauf Schwabach;Running;11.10.2026;Schwabach;Germany;Schwabach, Germany;49.3290521;11.0207677;5 km, 10 km, Half Marathon;Official local running event in Schwabach. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://schwabacher-citylauf.de;Kilometerliebe Discovery;
Ring Running Series Marathon;Running;21.11.2026;Hockenheim;Germany;Hockenheim, Germany;49.3188892;8.5475467;5 km, 10 km, Half Marathon, Marathon;Official local running event in Hockenheim. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://ringrunningseries.com;Kilometerliebe Discovery;
Röntgenlauf;Running;25.10.2026;Remscheid;Germany;Remscheid, Germany;51.1798706;7.1943544;5 km, 10 km, Half Marathon, Marathon;Official local running event in Remscheid. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.roentgenlauf.de;Kilometerliebe Discovery;
Röntgenlauf Remscheid;Running;09.05.2026;Remscheid;Germany;Remscheid, Germany;51.1798706;7.1943544;5 km, 10 km, Half Marathon, Marathon;Official local running event in Remscheid. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.roentgenlauf.de/;Kilometerliebe Discovery;
Roruper Abendlauf;Running;10.07.2026;Dülmen-Rorup;Germany;Dülmen-Rorup, Germany;51.8974506;7.2727415;5 km, 10 km, Half Marathon;Official local running event in Dülmen-Rorup. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.rorup.net/lauftreff;Kilometerliebe Discovery;
RUN & FUN Krefelder Firmenlauf;Running;02.09.2026;Krefeld;Germany;Krefeld, Germany;51.3331205;6.5623343;5 km;Official local running event in Krefeld. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.run-fun-kr.de/;Kilometerliebe Discovery;
S 25 Halbmarathon Berlin;Running;19.04.2026;Berlin;Germany;Berlin, Germany;52.5173885;13.3951309;5 km, 10 km, Half Marathon;Official local running event in Berlin. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://berlin-laeuft.de/s25berlin;Kilometerliebe Discovery;
Saaletal Marathon;Running;10.04.2027;Ramsthal;Germany;Ramsthal, Germany;50.1398945;10.0692744;10 km, Half Marathon, Marathon;Official local running event in Ramsthal. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://saaletal-marathon.de;Kilometerliebe Discovery;
saarBRÜCKENlauf;Running;14.06.2026;Saarbrücken;Germany;Saarbrücken, Germany;49.234362;6.996379;10 km;Official local running event in Saarbrücken. Distances: 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.saarbrueckenlauf.de;Kilometerliebe Discovery;
Sababurger Tierparklauf;Running;21.06.2026;Hofgeismar-Sababurg;Germany;Hofgeismar-Sababurg, Germany;51.544798;9.5351038;5 km, 10 km, Half Marathon;Official local running event in Hofgeismar-Sababurg. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.tierparklauf.de;Kilometerliebe Discovery;
Sachsenlauf-Coswig;Running;21.06.2026;Coswig;Germany;Coswig, Germany;51.1267305;13.5783983;5 km, 10 km, Half Marathon;Official local running event in Coswig. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.sachsenlauf.de;Kilometerliebe Discovery;
Salvus-Teekottenlauf;Running;24.04.2026;Emsdetten;Germany;Emsdetten, Germany;52.174687;7.5301756;5 km, 10 km, Half Marathon;Official local running event in Emsdetten. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.salvus-teekottenlauf.de;Kilometerliebe Discovery;
Salzkotten Marathon;Running;07.06.2026;Salzkotten;Germany;Salzkotten, Germany;51.6717596;8.6068636;5 km, 10 km, Half Marathon, Marathon;Official local running event in Salzkotten. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://salzkotten-marathon.de;Kilometerliebe Discovery;
Sandhofer Straßenlauf;Running;19.06.2026;Mannheim;Germany;Mannheim, Germany;49.4892913;8.4673098;10 km;Official local running event in Mannheim. Distances: 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.sandhofer-strassenlauf.de;Kilometerliebe Discovery;
Schapener Volkslauf;Running;06.09.2026;Braunschweig;Germany;Braunschweig, Germany;52.2646577;10.5236066;10 km, Half Marathon;Official local running event in Braunschweig. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.volkslauf-schapen.de;Kilometerliebe Discovery;
Schloss Marienburg Marathon;Running;21.11.2026;Nordstemmen-Adensen;Germany;Nordstemmen-Adensen, Germany;52.1774206;9.7307467;Half Marathon, Marathon;Official local running event in Nordstemmen-Adensen. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.schloss-marienburg-marathon.de;Kilometerliebe Discovery;
Schlossinsellauf Lübben;Running;21.06.2026;Lübben;Germany;Lübben, Germany;51.9418987;13.8963805;5 km, 10 km, Half Marathon;Official local running event in Lübben. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://schlossinsellauf.de;Kilometerliebe Discovery;
SchluBUT@night;Ultramarathon;24.04.2026;Kassel;Germany;Kassel, Germany;51.3157833;9.4978479;50 km;Official local running event in Kassel. Distances: 50 km. Discovered via Kilometerliebe and linked to the official event website.;https://laufwerkkassel.jimdoweb.com/;Kilometerliebe Discovery;
Internationaler Schluchseelauf;Running;09.05.2026;Schluchsee;Germany;Schluchsee, Germany;47.8185928;8.177035;10 km, Half Marathon;Official local running event in Schluchsee. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.schluchseelauf.com;Kilometerliebe Discovery;
Schnadegang Rund um Lüdenscheid;Ultramarathon;07.06.2026;Schalksmühle;Germany;Schalksmühle, Germany;51.2412334;7.5289145;55 km;Official local running event in Schalksmühle. Distances: 55 km. Discovered via Kilometerliebe and linked to the official event website.;https://laufenamwengeberg.com/;Kilometerliebe Discovery;
Schurwald-Marathon;Running;19.04.2026;Lichtenwald-Hegenlohe;Germany;Lichtenwald-Hegenlohe, Germany;48.7338334;9.4766259;10 km, Half Marathon, Marathon;Official local running event in Lichtenwald-Hegenlohe. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.liwalauf.tsv-lichtenwald.de;Kilometerliebe Discovery;
Schuster Tegernseelauf;Running;20.09.2026;Gmund am Tegernsee;Germany;Gmund am Tegernsee, Germany;47.750822;11.738955;5 km, 10 km, Half Marathon;Official local running event in Gmund am Tegernsee. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.tegernseelauf.de;Kilometerliebe Discovery;
Schwebebahnlauf Wuppertal;Running;14.06.2026;Wuppertal;Germany;Wuppertal, Germany;51.264018;7.1780374;5 km, 10 km, Half Marathon;Official local running event in Wuppertal. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://schwebebahn-lauf.de/;Kilometerliebe Discovery;
Schweriner Fünf-Seen-Lauf;Running;04.07.2026;Schwerin;Germany;Schwerin, Germany;53.6288297;11.4148038;5 km, 10 km, Half Marathon;Official local running event in Schwerin. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.fuenf-seen-lauf.de;Kilometerliebe Discovery;
Siebengebirgsmarathon;Running;06.12.2026;Bad Honnef;Germany;Bad Honnef, Germany;50.6448582;7.2272534;Half Marathon, Marathon;Official local running event in Bad Honnef. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://siebengebirgsmarathon.net;Kilometerliebe Discovery;
Siegerländer AOK-Firmenlauf Siegen;Running;15.07.2026;Siegen;Germany;Siegen, Germany;50.8751175;8.0256131;5.5 km;Official local running event in Siegen. Distances: 5.5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.siegerlaender-aok-firmenlauf.de/;Kilometerliebe Discovery;
Sparkassen Silvesterlauf Werl-Soest;Running;31.12.2026;Werl;Germany;Werl, Germany;51.5533457;7.9155558;15 km;Official local running event in Werl. Distances: 15 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.silvesterlauf.com;Kilometerliebe Discovery;
Skatstadtmarathon;Running;13.06.2026;Altenburg;Germany;Altenburg, Germany;50.9852411;12.4340988;5 km, 10 km, Half Marathon, Marathon;Official local running event in Altenburg. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.skatstadtmarathon.de;Kilometerliebe Discovery;
Solinger Klingenlauf;Running;04.06.2026;Solingen;Germany;Solingen, Germany;51.1721629;7.0845893;5 km, 10 km;Official local running event in Solingen. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.klingenlauf.de/;Kilometerliebe Discovery;
Solitudelauf Gerlingen;Running;12.04.2026;Gerlingen;Germany;Gerlingen, Germany;48.7983947;9.0624386;5 km, 10 km, Half Marathon;Official local running event in Gerlingen. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.solitudelauf.de;Kilometerliebe Discovery;
Sollinglauf Marathon;Running;06.06.2026;Dassel;Germany;Dassel, Germany;51.8019566;9.6899606;10 km, Half Marathon, Marathon;Official local running event in Dassel. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://sollinglauf.de;Kilometerliebe Discovery;
Sparkasse 3-Länder-Marathon;Running;11.10.2026;Lindau;Germany;Lindau, Germany;54.3846451;9.9034272;5 km, 10 km, Half Marathon, Marathon;Official local running event in Lindau. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.sparkasse-3-laender-marathon.at;Kilometerliebe Discovery;
Sparkassen Firmenlauf Oberhausen;Running;18.06.2026;Oberhausen;Germany;Oberhausen, Germany;51.4696137;6.8514435;5 km;Official local running event in Oberhausen. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://oberhausener-firmenlauf.de/;Kilometerliebe Discovery;
Sparkassen Phoenix-Halbmarathon Dortmund;Running;03.10.2026;Dortmund;Germany;Dortmund, Germany;51.5142273;7.4652789;Half Marathon;Official local running event in Dortmund. Distances: Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://sparkassen-phoenix-halbmarathon.de;Kilometerliebe Discovery;
Sparkassen Rügenbrücken-Marathon;Running;10.10.2026;Stralsund;Germany;Stralsund, Germany;54.3096314;13.0820846;10 km, Half Marathon, Marathon;Official local running event in Stralsund. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.ruegenmarathon.de;Kilometerliebe Discovery;
