event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
X-Trail-Breitnau;Running;27.06.2026;Breitnau;Germany;79874 Breitnau, Dorfstr. 3 (Sporthalle bei der Kirche);;;10 km;Running event discovered via Runner's World and linked to the official organizer website.;https://xtrail-breitnau.de/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/x-trail-breitnau/;https://www.runnersworld.de/laufkalender/x-trail-breitnau/;unclear;;;2026-06-17;;;
Swiss Irontrail Val Surses;Ultramarathon;27.06.2026;Savognin;Germany;CH 7460 Savognin, Veia La Nars 13 (La Nars);;;Half Marathon, 55 km, 78 km;Running event discovered via Runner's World and linked to the official organizer website.;https://www.irontrail.ch/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/swiss-irontrail-val-surses/;https://www.runnersworld.de/laufkalender/swiss-irontrail-val-surses/;unclear;;;2026-06-17;;;
SachsenTrail Breitenbrunn;Ultramarathon;27.06.2026;Breitenbrunn;Germany;08359 Breitenbrunn (Erzgebirge), Rabenberg 1 (Sportpark);;;75 km;Running event discovered via Runner's World and linked to the official organizer website.;https://www.sachsentrail.de/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/sachsen-trail-breitenbrunn/;https://www.runnersworld.de/laufkalender/sachsen-trail-breitenbrunn/;unclear;;;2026-06-17;;;
Lungauer Tauern Krone Challenge Tamsweg;Running;27.06.2026;Tamsweg;Germany;AT 5580 Tamsweg, Kirchengasse 5 (Lungau/ Prebersee);;;10 km, Marathon;Running event discovered via Runner's World and linked to the official organizer website.;https://www.tauernkrone-challenge.at/lungauertauernkrone;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/lungauer-tauern-krone-challenge-tamsweg/;https://www.runnersworld.de/laufkalender/lungauer-tauern-krone-challenge-tamsweg/;unclear;;;2026-06-17;;;
Montafon-Arlberg-Marathon;Running;27.06.2026;St. Anton;Germany;AT 6782 St. Anton, Dorfstraße 14;;;Marathon;Running event discovered via Runner's World and linked to the official organizer website.;https://www.montafon-arlberg-marathon.com/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/montafonarlbergmarathon/;https://www.runnersworld.de/laufkalender/montafonarlbergmarathon/;unclear;;;2026-06-17;;;
Bever-Lauf Ostbevern;Running;27.06.2026;Ostbevern;Germany;48346 Ostbevern, Überwasser 5a (Beverstadion);;;5 km, 10 km, Half Marathon;Running event discovered via Runner's World and linked to the official organizer website.;https://beverlauf.bsv-ostbevern.de/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/bever-lauf-ostbevern/;https://www.runnersworld.de/laufkalender/bever-lauf-ostbevern/;unclear;;;2026-06-17;;;
Gettingtough Oberhof;Running;27.06.2026;Oberhof;Germany;98559 Oberhof, Crawinkler Straße 1;;;5 km, 10 km;Running event discovered via Runner's World and linked to the official organizer website.;https://www.gettingtough-race.de/oberhof;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/gettingtough-oberhof/;https://www.runnersworld.de/laufkalender/gettingtough-oberhof/;unclear;;;2026-06-17;;;
Hasetal-Marathon Löningen;Running;27.06.2026;Löningen;Germany;49624 Löningen, Kurt-Schmücker-Platz;;;5 km, 10 km, Half Marathon, Marathon;Running event discovered via Runner's World and linked to the official organizer website.;https://www.remmers-hasetal-marathon.de/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/hasetalmarathonloeningen/;https://www.runnersworld.de/laufkalender/hasetalmarathonloeningen/;unclear;;;2026-06-17;;;
Nordseelauf;Running;27.06.2026;Greetsiel;Germany;26736 Greetsiel;;;10 km;Running event discovered via Runner's World and linked to the official organizer website.;https://www.nordseelauf.de/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/nordseelauf/;https://www.runnersworld.de/laufkalender/nordseelauf/;unclear;;;2026-06-17;;;
Sauwald Trail Schardenberg;Running;27.06.2026;Schardenberg;Germany;AT 4784 Schardenberg, Steinbrunner Str. 10 (Sportplatz Schardenberg);;;46 km;Running event discovered via Runner's World and linked to the official organizer website.;https://www.sauwaldtrail.at/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/sauwald-trail-schardenberg/;https://www.runnersworld.de/laufkalender/sauwald-trail-schardenberg/;unclear;;;2026-06-17;;;
Ironman Frankfurt;Running;28.06.2026;Frankfurt;Germany;63225 Frankfurt, Langener Waldsee (Schwimmstart);;;Marathon;Running event discovered via Runner's World and linked to the official organizer website.;https://www.ironman.com/im-frankfurt;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/frankfurt-ironman/;https://www.runnersworld.de/laufkalender/frankfurt-ironman/;unclear;;;2026-06-17;;;
Aletsch Halbmarathon Bettmeralp;Running;28.06.2026;Bettmeralp;Germany;CH 3992 Bettmeralp, Bergstation Bettmeralp;;;Half Marathon;Running event discovered via Runner's World and linked to the official organizer website.;https://www.aletsch-halbmarathon.ch/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/aletschhalbmarathonbettmeralp/;https://www.runnersworld.de/laufkalender/aletschhalbmarathonbettmeralp/;unclear;;;2026-06-17;;;
Hamburg Halbmarathon;Running;28.06.2026;Hamburg;Germany;20359 Hamburg, Reeperbahn (U-Bahn St. Pauli);;;Half Marathon;Running event discovered via Runner's World and linked to the official organizer website.;https://www.hamburg-halbmarathon.de/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/hamburghalbmarathon/;https://www.runnersworld.de/laufkalender/hamburghalbmarathon/;unclear;;;2026-06-17;;;
Vancouver-Halbmarathon BC-257-8530 Vancouver 21,1 km, 5 km, 1 km Kinderlauf;Running;28.06.2026;Vancouver;Germany;CA BC-257-8530 Vancouver;;;5 km, Half Marathon;Running event discovered via Runner's World and linked to the official organizer website.;https://canadarunningseries.com/vancouver-half/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/vancouverhalfmarathon/;https://www.runnersworld.de/laufkalender/vancouverhalfmarathon/;unclear;;;2026-06-17;;;
Sunrise Run Düsseldorf;Running;28.06.2026;Düsseldorf;Germany;40721 Düsseldorf, Schalbruch 210 (Start/Ziel am vabali spa);;;5 km, 10 km;Running event discovered via Runner's World and linked to the official organizer website.;https://www.vabali.de/duesseldorf/sunriserun/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/sunrise-run-duesseldorf/;https://www.runnersworld.de/laufkalender/sunrise-run-duesseldorf/;unclear;;;2026-06-17;;;
Schwalbacher Volkslauf Lauf gegen Armut;Running;28.06.2026;Schwalbach;Germany;65824 Schwalbach, Jahnstr. 8;;;10 km;Running event discovered via Runner's World and linked to the official organizer website.;https://www.tgschwalbach.de/de/volkslauf;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/schwalbacher-volkslauf-lauf-gegen-armut/;https://www.runnersworld.de/laufkalender/schwalbacher-volkslauf-lauf-gegen-armut/;unclear;;;2026-06-17;;;
Trierer Stadtlauf;Running;28.06.2026;Trier;Germany;54290 Trier, Simeonstraße (Porta Nigra);;;5 km, 10 km, Half Marathon;Running event discovered via Runner's World and linked to the official organizer website.;https://www.triererstadtlauf.de/;Runner's World discovery, official organizer URL, source: https://www.runnersworld.de/laufkalender/triererstadtlauf/;https://www.runnersworld.de/laufkalender/triererstadtlauf/;unclear;;;2026-06-17;;;
